CountryName,CountryCode,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016
Aruba,ABW,11392.45581,12307.31174,13496.00339,14046.504,14936.82704,16241.04632,16439.35636,16586.06844,17927.74964,19078.34319,19356.20339,20620.70063,20669.03197,20436.88713,20833.76161,22569.97499,23300.03956,24045.74942,25835.64314,27086.03985,24630.93927,23512.6026,24984.27945,24709.60226,25018.30895,25528.40378,25796.38025,25251.63968
Afghanistan,AFG,,,,,,,,,,,,,,184.4947121,195.7766303,216.7081289,247.66414,269.229693,366.2304432,370.382294,444.1844041,550.514974,599.2976298,648.5110696,647.9664605,625.3395388,590.0764738,549.5827599
Angola,AGO,862.5090577,922.55017,844.6911343,640.6222979,430.3815953,320.657792,388.1667663,512.6209659,506.8849522,419.6398453,385.7688535,555.2969419,526.168743,869.851485,978.5389339,1248.404906,1890.849727,2585.133522,3108.268643,4068.978456,3117.896944,3585.905553,4615.867475,5102.489969,5258.407376,5412.692348,4170.730358,3509.604211
Albania,ALB,697.9955966,617.2304355,336.5869945,200.8522198,367.2792251,586.4163396,750.6044492,1009.977275,717.3800477,813.7893966,1033.242532,1126.68334,1281.659826,1425.124219,1846.120121,2373.581292,2673.786584,2972.742924,3595.038057,4370.539925,4114.134899,4094.360204,4437.177794,4247.614342,4413.082887,4578.667934,3952.830781,4131.872341
Andorra,AND,15166.43785,18878.50597,19532.54015,20547.71179,16516.47103,16234.80901,18461.06486,19017.17459,18353.05972,18894.5215,19261.7105,21936.5301,22228.84649,24741.49357,32776.44227,38503.47961,41282.02012,43748.77216,48582.80846,47785.65909,43339.37987,39736.35406,41098.76694,38391.08087,40619.7113,42294.99473,36038.2676,37231.81567
Arab World,ARB,1487.739113,1988.567858,1908.979266,2006.795844,1977.461527,1970.860559,2054.384318,2217.417325,2301.16173,2173.421024,2317.038473,2590.222438,2495.939884,2463.398587,2722.378726,3119.164887,3747.312977,4338.385738,4939.53,6116.581229,5159.342763,5918.315891,6856.035033,7465.13523,7510.729986,7456.598173,6429.17084,6183.079222
United Arab Emirates,ARE,23612.7452,27256.29094,26168.26662,25993.55801,25199.34958,25467.19222,26847.08005,28615.58214,29199.52461,26663.3087,28260.00502,33071.26869,31061.52935,31311.35936,33230.52318,36161.17061,39439.80197,42372.22166,42672.61323,45758.90554,33072.57517,35037.89267,40434.36635,42086.68995,43315.14149,44443.06151,39122.04971,38517.80039
Argentina,ARG,2375.339103,4318.7747,5715.504397,6798.026763,6940.350358,7449.48039,7373.428246,7683.574065,8172.664323,8248.761989,7736.369623,7669.273916,7170.694674,2579.193168,3330.437006,4251.574348,5076.883829,5878.761027,7193.61764,8953.359275,8161.306966,10276.2605,12726.90836,12969.70712,12976.63642,12245.25645,13698.29344,12654.355
Armenia,ARM,,637.8557412,590.1222257,369.6333681,357.2043399,400.5160919,456.3758998,504.059514,523.2835691,609.1730254,597.4334817,622.7427477,694.4305119,783.2616099,930.1661567,1191.96192,1643.758543,2158.002909,3138.808703,4010.026997,2993.832531,3218.381655,3526.978143,3684.80481,3843.591213,3994.712355,3617.935746,3605.743117
American Samoa,ASM,,,,,,,,,,,,,,8751.766529,8914.525433,8639.308855,8508.406915,8456.947997,8980.536414,9871.997194,12058.26382,10352.82276,10375.99422,11660.32953,11589.853,11598.75174,11901.97526,11744.81555
Antigua and Barbuda,ATG,6585.840403,6889.004721,7156.853555,7296.551713,7652.102825,8218.597716,7841.463843,8379.576969,8755.156647,9115.234346,9363.186445,9932.029681,9414.160591,9443.063591,9801.966935,10419.31113,11452.73878,12812.76444,14350.91889,14797.36849,13082.28181,12174.6978,11931.204,12517.55794,12194.54959,12900.903,13602.42124,14506.60354
Australia,AUS,17801.26827,18214.83698,18824.2474,18569.76879,17633.38138,18045.43906,20319.63063,21861.32551,23468.59683,21318.96417,20521.77757,21669.41091,19482.5679,20074.22931,23437.31215,30401.55479,33961.6818,36019.20305,40905.47089,49535.25787,42709.8033,51936.88871,62411.78545,67891.58681,68042.53479,62403.09553,56644.03396,49937.73139
Austria,AUT,17468.94619,21680.98969,22410.91174,24880.16407,24081.52781,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27174.29716,24564.45829,24537.51426,26401.74546,32222.89724,36821.52147,38403.13388,40635.28182,46855.77175,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50716.70871,51717.49594,44176.67174,45103.32981
Azerbaijan,AZE,,1266.020967,1131.397355,673.331934,529.8136618,436.216869,397.1981161,409.2107552,505.5637747,561.9070354,573.8932966,655.0974326,703.6838434,763.080638,883.6439965,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731
Burundi,BDI,210.9695203,209.0516152,210.6438772,191.310913,162.635225,157.5430015,167.7991717,143.8532933,159.1755281,144.4746122,128.6964397,135.9984455,133.7427689,122.4335893,112.8493703,127.4296648,150.4876135,165.9047485,170.8151515,196.2718079,209.8537621,231.7955369,247.2293791,250.3627366,255.372691,273.538285,304.3742207,281.1813376
Belgium,BEL,16613.51665,20710.64434,21154.29184,23497.72741,22403.21682,24338.1377,28565.91915,27701.90329,25027.74459,25541.67472,25444.13926,23207.40591,23121.60114,25052.33939,30743.90254,35589.68912,36967.25918,38852.37293,44403.7669,48424.5756,44880.57302,44380.17663,47743.78053,44826.43961,46680.38982,47355.31201,40431.95262,41454.52493
Benin,BEN,311.6783039,393.6862144,385.753616,317.9628553,411.9260305,279.6665043,367.387341,387.4329246,361.1002698,379.442354,403.6237038,374.1923942,378.736054,418.6985763,519.2922847,583.4093514,601.799977,625.830092,706.0535419,820.1513498,793.45243,757.6959074,825.9427854,837.9505001,915.3281554,943.686575,783.9630778,788.5324424
Burkina Faso,BFA,304.8534388,351.9793229,346.4106724,240.963481,244.1270735,193.0702363,235.8321973,249.3602944,229.4931177,255.7182334,265.3401156,226.4759814,235.4912324,260.7635413,332.3443051,371.3230865,406.9988071,420.5825233,475.1100122,569.7612784,552.7455521,575.4464527,666.8404101,673.8228182,699.781537,703.8216565,575.3144542,583.8308982
Bangladesh,BGD,277.8178391,297.5679945,284.7256059,285.0955051,291.7144894,290.6524529,319.6087004,382.9357636,389.5236314,395.2974607,397.3548219,405.6033071,402.5981152,400.6135745,432.7388972,460.7579167,484.1554071,494.0501466,541.0651484,615.7775411,681.1205368,757.6717572,835.7893401,856.342857,951.8894535,1084.56543,1210.158849,1358.779186
Bulgaria,BGR,2477.020818,2366.529821,1267.734375,1211.980878,1278.247173,1148.494399,1554.046931,1208.875103,1346.910553,1809.683845,1648.104859,1609.882452,1757.44378,2076.830682,2698.624248,3363.799644,3869.529455,4490.201777,5885.949252,7261.754492,6969.558557,6843.26695,7813.806692,7378.02473,7646.839866,7864.760672,6993.783483,7469.455638
Bahrain,BHR,8030.85458,8528.983334,9055.591114,9082.741169,9698.134804,10130.41307,10376.93489,10544.66713,10672.18394,10076.18778,10401.48045,13636.34668,12868.211,13102.33457,14221.99259,15846.47641,17959.17854,19307.99549,20977.11053,23067.56535,19356.67236,20722.10389,22512.1596,23649.36661,24737.17178,24983.37902,22688.87824,22628.95679
"Bahamas, The",BHS,12158.07885,12350.97684,11914.85776,11682.08496,11402.65152,11812.46489,12239.8715,12717.15001,22066.27871,23557.95353,26173.71548,27112.2562,27439.3587,28727.02219,28092.48573,28076.1551,29874.65414,30274.99032,31018.02949,30188.48444,28129.6075,27979.11493,27472.25617,28815.5274,28171.986,28671.34697,30483.8201,30260.30591
Bosnia and Herzegovina,BIH,,,,,,318.0200012,485.6172767,736.9753294,978.516728,1097.644555,1246.497114,1461.75052,1524.412022,1761.537647,2214.732246,2802.274917,2967.834056,3403.815297,4180.913532,5078.314577,4701.334426,4614.829041,5054.325344,4722.013403,5042.582213,5204.243718,4584.242548,4808.636043
Belarus,BLR,,2124.840514,1765.744556,1667.681777,1590.095882,1460.059076,1370.676559,1452.445488,1396.501786,1511.770053,1210.61172,1276.288034,1244.373185,1479.314583,1819.766059,2378.623286,3125.810535,3847.434124,4735.657608,6377.369732,5351.355382,6181.399916,6519.230195,6940.159254,7978.872615,8318.51269,5949.106307,5025.405064
Belize,BLZ,2011.968729,2197.185023,2326.845903,2666.977671,2833.061341,2880.211133,2996.382928,3001.665138,2952.602141,2991.924971,3065.492248,3364.423711,3419.275719,3556.561825,3679.909523,3831.538019,3933.262143,4187.290497,4324.773045,4470.220796,4253.246753,4342.963173,4515.892701,4644.559565,4673.245037,4813.718033,4905.536645,4923.358922
Bermuda,BMU,25517.92172,26841.51974,27700.30952,28669.68226,30900.69489,31476.06312,33989.72236,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,83912.6978,90849.58698,93605.74817,88463.31282,88207.32756,85973.15842,85458.45551,85748.06541,,,
Bolivia,BOL,701.4646141,709.9488612,764.1413321,791.3804293,788.3990281,806.2214519,887.4685243,958.4737662,1006.964739,1058.71875,1012.509773,1007.002869,958.2366524,913.5756423,917.3643105,978.3346485,1046.427384,1233.591869,1389.62935,1736.930084,1776.866476,1981.170116,2377.688771,2645.227753,2947.938526,3124.00031,3077.026199,3117.330459
Brazil,BRA,2901.285449,3093.037479,3966.795488,2591.797116,2786.171356,3494.640541,4740.119813,5156.809075,5271.412222,5075.631211,3469.502236,3739.116139,3146.948904,2819.64812,3059.586507,3623.049912,4770.183853,5860.145786,7313.557794,8787.610627,8553.381382,11224.15408,13167.47289,12291.46685,12216.90446,12026.61939,8750.222996,8650.376373
Barbados,BRB,6567.431164,7770.815258,7681.981933,7440.957495,7777.554485,8148.382411,8537.056187,9069.168909,9549.894079,10727.59584,11200.57763,11567.66612,11513.93686,11675.34754,12028.48034,12868.78733,14223.25544,15185.1192,16919.24679,17243.67966,16087.72938,16203.15557,16610.41835,16536.21464,16326.91348,16261.79932,16129.04928,15891.62655
Brunei Darussalam,BRN,11869.98727,13604.15683,13901.72173,15270.48612,14572.10853,14117.39214,15929.16376,16789.03717,16656.08988,12690.68932,14097.93159,18008.44826,16468.12886,16846.02198,18555.56649,21896.60527,26102.13345,30980.96692,32672.36717,37951.2806,27965.47504,35268.10117,47017.0273,47651.25909,44597.27968,41530.66898,30967.89051,26939.41802
Bhutan,BTN,520.4078194,557.9721483,465.3885839,471.8392542,449.688254,524.2981458,588.5939027,609.3430176,692.1262064,695.2902533,751.5757717,765.8632358,807.9387673,885.6382245,997.7417141,1097.457088,1247.061392,1335.456906,1741.142552,1795.181307,1770.234497,2178.921383,2458.045976,2422.008016,2350.882889,2522.794953,2616.010343,2782.367967
Botswana,BWA,2301.989726,2750.950026,2783.021503,2848.206987,2783.237931,2779.113832,3014.867858,3022.176753,3065.527268,2869.182503,3226.295674,3349.068823,3128.097793,3055.618382,4163.065906,4896.583835,5351.253732,5374.554867,5714.047936,5623.379566,5185.729845,6346.156204,7483.878689,6901.971971,7001.034418,7493.752924,6521.146128,6954.144126
Central African Republic,CAF,429.5415541,490.0745619,456.8977858,456.074154,401.9779716,260.4835711,332.6773772,293.3188854,266.6076447,268.9004231,271.8551165,243.5429317,243.1586486,253.7068343,286.2508019,313.210598,323.9805112,347.6071719,397.0171544,456.8618268,449.9612041,446.4436878,490.5103907,483.1860932,337.484979,377.1321263,348.3814271,382.0702811
Canada,CAN,20638.29005,21371.2911,21664.59864,20771.25035,20017.42985,19859.20398,20577.48939,21183.22008,21770.13408,20887.83947,22167.22585,24124.16917,23691.59472,24167.80431,28172.14883,31979.87195,36189.58838,40386.69948,44544.5268,46596.33599,40773.45436,47447.47602,52082.21076,52496.69487,52418.31506,50633.20882,43327.17364,42105.90006
Central Europe and the Baltics,CEB,,2315.187628,2198.299175,2361.877735,2491.709636,2826.867183,3517.831523,3767.104545,3739.447838,4100.998056,3981.21936,3945.043247,4350.495944,4931.030687,5953.592264,7173.983997,8357.273695,9476.539329,12012.63072,14567.13581,12273.55153,12566.58767,13871.63242,12997.92622,13709.66251,14151.43364,12461.01009,12774.25888
Switzerland,CHE,30401.89248,38428.3855,38399.21061,39534.542,38100.73673,41843.75688,48662.43977,46676.85094,40417.96228,41497.20261,40581.30705,37868.32306,38538.99005,41376.39399,48087.58314,53340.14766,54952.67372,57579.50195,63555.2375,72487.84593,69927.46877,74605.72102,88415.62806,83538.23008,85112.4644,86605.56338,82081.59712,80037.50304
Channel Islands,CHI,,,,,,,,,,40537.51169,42405.49714,43299.40114,41610.13058,44159.21077,48226.39668,55844.11669,57210.73229,62261.82801,73569.64496,,,,,,,,,
Chile,CHL,2294.345992,2500.646257,2811.481588,3362.169308,3551.030186,4045.621429,5137.375078,5382.846519,5781.103423,5479.498064,4986.007417,5101.368479,4595.666327,4463.545867,4787.699532,6210.828325,7615.30468,9484.681227,10526.87746,10781.36608,10243.32824,12860.17764,14705.69242,15431.90293,15941.39722,14794.31583,13736.63569,13960.89421
China,CHN,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4922787,609.6566792,709.4137551,781.7441643,828.5804793,873.2870617,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2695.365917,3471.248054,3838.433972,4560.512586,5633.795717,6337.883323,7077.770765,7683.502613,8069.213024,8117.267465
Cote d'Ivoire,CIV,824.1583194,880.0184701,825.5407011,847.2958457,810.8329724,590.3001333,756.5011354,809.5387372,758.911908,793.9810785,759.2922029,642.254714,656.834565,710.9611683,865.789649,919.8068028,931.754287,951.9478956,1065.896375,1242.431044,1217.749206,1219.749096,1214.703946,1250.808924,1423.682282,1568.627628,1715.105518,1493.506061
Cameroon,CMR,979.5901011,951.8882236,1030.979969,918.3958707,1214.697379,808.5760946,716.4369269,761.151765,764.7846067,730.7326938,751.9782914,660.1926971,661.7774417,719.8896584,881.0102086,1027.823,1030.038193,1081.369831,1215.808213,1396.824988,1338.884377,1309.122208,1429.647553,1380.509848,1493.746567,1571.182535,1353.92449,1391.751883
"Congo, Dem. Rep.",COD,269.5874462,270.1105809,268.0073444,220.2996713,275.6958231,144.5206699,135.6734808,134.939947,138.964642,138.615476,102.6447985,405.4696531,153.6995733,175.1360715,173.9163518,194.1667863,218.5235092,255.5913138,286.5075372,327.7676543,298.8069562,334.2317025,387.3235796,424.8593185,458.2384062,487.0814869,497.6297557,471.6359456
"Congo, Rep.",COG,1006.141041,1146.812278,1086.563528,1138.216095,724.5478424,649.9053718,755.9168343,882.4250746,784.0481056,639.4985577,750.5265889,998.1968562,842.7090677,886.3616653,998.1013117,1289.337837,1637.064381,2012.11007,2111.209489,2881.594116,2255.333119,2737.34233,3196.647524,2952.052348,2964.572989,2910.520226,1712.121146,1762.809913
Colombia,COL,1175.93261,1396.028769,1408.365423,1642.889504,1835.792137,2218.78471,2470.683623,2553.549692,2759.952748,2509.139633,2164.432929,2472.197831,2395.856551,2355.725857,2246.257472,2740.249442,3354.021804,3677.134042,4635.692277,5383.132694,5119.191641,6230.738366,7207.028905,7904.495789,8065.960376,7974.406373,6085.209979,5813.694519
Comoros,COM,854.4780299,1043.800803,1000.558651,1047.979551,1008.029494,690.4717309,838.171684,810.5442344,726.0552078,718.1170893,723.1850928,645.8186908,680.3185414,744.4751724,935.611518,1059.176884,1068.600321,1113.957757,1238.461514,1387.594626,1339.337191,1315.214806,1446.068018,1403.434335,1504.931007,1511.826037,1271.057042,1287.406402
Cabo Verde,CPV,797.9155124,897.6495095,913.9639435,994.6280468,1328.993994,1072.330788,1251.902319,1258.80907,1201.956656,1250.615376,1389.719796,1239.377855,1268.884564,1373.515636,1768.921302,1976.458506,2048.13459,2304.289902,3112.285601,3638.905946,3444.5566,3312.825985,3670.429453,3408.482762,3557.870977,3532.993527,2996.362046,3082.157104
Costa Rica,CRI,1739.352116,1844.863376,2257.4912,2618.168055,2854.620265,3045.406714,3279.326533,3230.234183,3408.365134,3614.562534,3688.398293,3808.363666,3981.528073,4062.014999,4167.714089,4425.507463,4697.011138,5245.187373,6120.6234,6911.136152,6809.396224,8199.414621,9186.59639,9985.36959,10569.66631,10630.9979,11393.02842,11767.50425
Caribbean small states,CSS,2762.180134,2982.45805,2926.274394,2855.977422,3058.60482,3190.552742,3495.514667,3786.362421,4402.842918,4670.044085,4914.957751,5233.299902,5354.947955,5579.453177,5921.582506,6435.244241,7228.489203,8016.263621,8889.54406,10021.61236,8381.415142,9059.000053,9724.12451,9978.387147,10020.57332,10121.31048,9835.190116,9339.012783
Cuba,CUB,2576.974727,2706.975742,2280.335931,2057.682969,2072.167419,2621.824239,2790.178221,2282.395886,2303.064029,2326.112221,2553.06976,2741.110542,2832.188893,2994.339988,3192.669378,3390.716256,3779.05707,4669.060916,5184.494227,5376.447622,5484.7763,5676.141403,6075.924306,6425.941119,6760.15344,7050.493249,7602.278668,7961.84588
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,47632.1961,64103.21481,,,,,,,,,,
Cyprus,CYP,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15261.42646,15139.22803,14234.24948,15092.82959,15287.91756,14388.3467,14821.44552,16093.21868,20252.24214,23792.61793,24959.26591,26729.32675,31244.92801,35391.04006,32105.86748,30818.47993,32233.64339,28984.94455,27942.30127,27407.15286,23217.48415,24019.13787
Czech Republic,CZE,,3917.15984,2878.719283,3352.034161,3931.744463,4601.952312,5788.150737,6493.863346,5996.83381,6458.904501,6307.698004,6011.61522,6609.20553,8032.896612,9773.117503,11685.88724,13346.17639,15183.63605,18373.649,22698.85396,19741.59763,19808.07109,21717.45794,19729.87051,19916.01939,19744.55861,17715.61685,18463.38658
Germany,DEU,17697.16351,22219.57253,23269.3818,26333.53744,25488.51952,27087.55845,31729.69976,30564.24781,27045.71913,27340.67288,26795.99113,23718.7467,23687.31689,25205.16445,30359.95215,34165.93403,34696.62092,36447.87232,41814.8191,45699.19832,41732.70725,41785.55691,46810.32796,44065.24891,46530.91143,48142.8272,41394.65816,42443.46507
Djibouti,DJI,725.7425321,766.1409545,762.0113217,777.2623296,753.5201889,790.0322652,789.5517691,767.4669289,760.5314478,755.5962418,765.7204882,768.1760767,781.2322196,792.15412,819.974118,864.1847206,904.7297489,965.6693779,1047.586896,1214.077118,1253.657431,1325.990724,1430.986898,1536.150685,1477.363042,1595.146365,1761.610158,1872.234623
Dominica,DMA,2598.70923,2839.98435,3102.160049,3297.988717,3447.936983,3704.141155,3846.571967,4108.314007,4282.351069,4586.852352,4745.990873,4785.993583,4883.092781,4771.92921,4897.930844,5217.452807,5157.447918,5511.462824,5939.053585,6446.663832,6866.224899,6912.435714,6986.046687,6745.849758,6933.413648,7193.668111,7392.234584,7824.921777
Denmark,DNK,21901.05752,26891.44164,27011.38589,29569.65453,27597.97148,29995.56522,35351.38071,35650.72434,32835.92877,33368.15485,33440.80162,30743.55917,30751.64946,33228.69291,40458.77064,46511.60457,48799.82037,52026.99311,58487.04501,64322.06664,58163.29359,58041.41122,61753.66007,58507.50021,61191.19263,62548.98502,53254.85059,54467.10143
Dominican Republic,DOM,949.404071,984.6914172,1328.804824,1520.545463,1718.597195,1891.414848,2103.115771,2271.943595,2452.131744,2612.288688,2626.326473,2838.513335,2943.421936,3098.051705,2413.410133,2492.868226,3910.017774,4067.332917,4647.310359,5011.037937,4952.677503,5453.926861,5765.496453,5973.222937,6094.734904,6348.837769,6534.908555,6793.538125
Algeria,DZA,2202.55809,2394.42038,1721.578696,1766.054678,1797.523561,1499.971505,1444.908036,1596.029867,1612.009303,1588.481449,1581.004564,1757.017797,1732.857979,1774.033673,2094.335506,2598.908023,3100.122378,3464.610079,3935.183343,4905.254866,3868.83123,4463.394675,5432.41332,5565.134521,5471.123389,5466.425778,4162.852181,3943.49755
East Asia & Pacific (excluding high income),EAP,391.7738888,413.2063951,441.7038383,488.1041822,528.7904531,627.8774921,765.279428,868.3656163,888.8269296,805.4742879,876.7333737,955.5182521,1007.150827,1104.844766,1240.022189,1426.393255,1639.192548,1959.126448,2459.424294,3091.046068,3328.867944,4008.912012,4865.856302,5389.269721,5905.256026,6303.614988,6510.60489,6578.836592
Early-demographic dividend,EAR,795.8054662,895.3377088,928.2395556,997.3505751,1070.113164,1099.630167,1107.237408,1182.582026,1240.676022,1203.28835,1250.138781,1331.671638,1295.742769,1236.990688,1353.006846,1546.276914,1773.453248,2000.401555,2334.996335,2589.798573,2455.998935,2937.735341,3244.519683,3351.499042,3364.375413,3430.71477,3282.140904,3310.644469
East Asia & Pacific,EAS,2525.294147,2598.069612,2891.976794,3118.652956,3444.765534,3804.987394,4272.169147,4068.18891,3849.252617,3414.589089,3774.773653,4045.09906,3728.805539,3756.371283,4096.953397,4559.688111,4829.328338,5084.373659,5647.094642,6476.458281,6628.172041,7676.519264,8842.715957,9401.308252,9446.006094,9663.544276,9546.451968,9792.967022
Europe & Central Asia (excluding high income),ECA,2293.256507,2421.040706,2323.929716,2130.140735,2086.186657,1808.43846,1928.779282,1951.38861,2031.55797,1903.944649,1598.77015,1779.506495,1768.895002,2025.25115,2556.630779,3380.465791,4279.147091,5245.859257,6779.268759,8369.80083,6549.290543,7761.79172,9542.526499,10051.19234,10622.26736,9851.466165,7473.985718,7120.114864
Europe & Central Asia,ECS,8612.156407,10480.57002,10768.0681,11502.43487,10533.61261,10991.76219,12656.11649,12901.51231,12223.25951,12509.61567,12351.77463,11622.64466,11720.95641,12799.66218,15549.20303,18071.44307,19191.44365,20710.44215,24114.31802,26361.72474,23094.8748,23565.09331,26045.54192,25004.44598,26008.54232,26234.86696,22479.90501,22306.88812
Ecuador,ECU,1392.232518,1491.401682,1623.989246,1690.155141,1729.373393,2028.197734,2135.632812,2159.150814,2361.599124,2300.407884,1584.463443,1451.290776,1903.741571,2183.966796,2440.468905,2708.557892,3021.942547,3350.786541,3590.718086,4274.952065,4255.565701,4657.302361,5223.351763,5702.104313,6074.090829,6396.630483,6150.155955,6099.315303
"Egypt, Arab Rep.",EGY,709.8505929,748.6022672,636.3628184,697.1868548,760.1497283,830.4242696,944.2019116,1041.523448,1185.718121,1258.997552,1321.799713,1428.183004,1370.717438,1210.229249,1120.874928,1045.943208,1168.115231,1375.196316,1640.476068,2011.246154,2291.667062,2602.479549,2747.480327,3181.441708,3213.389158,3327.754247,3547.713012,3479.281246
Euro area,EMU,15031.69199,18829.02041,19502.77404,21416.10231,19533.58573,20572.18029,23683.63772,23911.1415,21809.67314,22363.99468,22206.5613,20170.31123,20423.97707,22114.17611,27138.01884,30957.98039,31965.46296,33782.09234,38700.38601,42220.04455,38480.92244,37635.92867,40639.34871,37635.47239,39143.05337,39884.91309,34410.4318,35162.33199
Eritrea,ERI,,,,152.9867265,150.9730942,172.3215472,187.0504479,222.5454459,217.1509292,231.2266102,208.6209747,208.1969487,215.1392103,201.7687981,232.7945459,287.4222243,276.7508096,297.8280588,317.3294336,326.0825642,430.7544499,482.1490904,582.7755302,,,,,
Spain,ESP,10652.95797,13767.38147,14771.6723,16068.42672,13303.67613,13378.84984,15429.93942,16069.20709,14696.21611,15340.33211,15678.21523,14676.70609,15323.6114,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35579.30993,32334.00548,30736.62785,31835.2888,28563.85904,29211.77375,29623.16445,25817.38661,26622.29914
Estonia,EST,,,,,,,3044.383709,3352.733741,3619.945496,4052.292271,4119.347394,4070.032827,4498.957027,5308.347781,7174.237415,8850.465115,10338.31322,12595.41065,16586.4052,18094.54805,14726.31828,14638.60482,17454.84342,17421.89022,19072.23852,20247.1993,17412.44867,18228.05825
Ethiopia,ETH,247.0265475,253.1929484,270.2443935,203.1645022,164.9584363,124.9830454,133.7288539,144.5003524,140.8611257,124.5056232,119.1340818,123.8762057,120.1789279,111.3634356,118.8734466,135.7623858,161.6266248,193.7949056,243.3026822,325.3825543,379.7566385,341.3099092,354.8463544,468.5067249,502.1535887,571.1622759,645.4650067,712.87795
European Union,EUU,12819.42624,15843.02294,16402.67729,17821.18249,16197.58494,17157.27595,19862.22351,20271.35995,19103.73462,19724.99372,19657.81199,18241.86128,18412.26126,20023.07734,24284.43031,27929.68705,29100.04377,30929.99611,35602.24378,38145.5639,33987.96291,33729.04271,36457.21928,34284.37899,35635.81363,36736.24173,32263.28704,32367.33966
Fragile and conflict affected situations,FCS,,,,,,,,,,,,644.4164972,576.8028713,540.4324908,598.2208071,676.819111,801.7580247,925.4140755,1110.055739,1401.045377,1279.55041,1487.456477,1596.311287,1795.562095,1828.861316,1806.318884,1602.641823,1495.683294
Finland,FIN,23983.84575,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46202.41516,50790.72415,47415.55987,49638.07713,49914.61864,42494.65662,43493.41934
Fiji,FJI,1632.138291,1834.989572,1881.569901,2057.40669,2166.052726,2383.915146,2540.751518,2714.2535,2641.064749,2070.165847,2408.165466,2076.013308,2038.891729,2259.055796,2835.973972,3332.918533,3658.630832,3749.939813,4078.82327,4177.657789,3369.408247,3651.966784,4353.121392,4546.738504,4763.068956,5061.397575,4889.461454,5197.50914
France,FRA,17620.5602,21690.62912,21675.06425,23813.71184,22380.10396,23496.52332,26890.21988,26871.82902,24228.94235,24974.2722,24673.19897,22364.02939,22433.55571,24177.33517,29568.38595,33741.26515,34760.18777,36443.62344,41508.43269,45334.11091,41575.41618,40638.334,43790.7354,40874.71596,42592.95152,43008.65257,36613.37522,36870.21913
Faroe Islands,FRO,,,,,,,,,,23737.41677,23982.88067,22479.57899,24300.3786,26553.74656,30993.07706,34979.0817,35847.45356,40719.57503,47024.2297,49773.16687,46521.50171,47397.90292,50789.0486,48421.80307,53612.825,57543.66906,50581.96849,
"Micronesia, Fed. Sts.",FSM,1436.906824,1528.064694,1682.203261,1756.185104,1908.903727,1909.350632,2065.004277,2019.91527,1906.880058,2029.289159,2046.639645,2170.92021,2240.021462,2257.773665,2296.26086,2252.803138,2355.544465,2397.451838,2441.501551,2516.018683,2693.023278,2861.771348,3000.948119,3150.910602,3047.584425,3057.24559,3018.008675,3143.749107
Gabon,GAB,4517.927977,6251.017385,5523.198654,5566.362537,4244.913331,3958.596186,4565.580499,5111.374331,4663.140106,3827.975793,3883.325188,4116.460693,3976.104887,4102.55271,4892.011618,5685.577736,6826.880545,7141.549167,8352.817101,10094.02746,7603.660223,8754.113376,10716.20258,9774.181017,9679.758914,9692.182125,7448.715685,7078.72954
United Kingdom,GBR,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23013.45882,24219.62285,26621.48006,28014.8947,28383.66891,27982.35576,27427.5875,29785.98629,34173.97998,39983.98467,41732.64054,44252.31582,50134.3161,46767.59222,38262.18213,39079.84261,41652.55709,42018.72546,42938.42518,46967.66814,44472.1517,40539.91961
Georgia,GEO,,1614.640122,1314.67067,757.2235485,550.0155426,519.8161871,578.3367633,689.0300333,807.0370243,851.5162062,673.5374112,749.9031715,801.9901868,853.5194255,1010.007129,1305.046885,1642.766937,1996.059043,2635.350593,3324.727566,2822.660305,3073.534272,3842.631888,4249.667486,4341.443895,4438.68465,3756.37852,3857.276309
